transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN0001192,2024-01-25 20:03:48,P2M,Healthcare,635.02,SUCCESS,46-55,36-45,Jharkhand,ICICI Bank,Canara Bank,iOS,4G,0,20,Thursday,0
TXN0001193,2024-01-25 20:39:07,P2M,Groceries,358.19,SUCCESS,56+,56+,Andhra Pradesh,ICICI Bank,SBI,Android,WiFi,0,20,Thursday,0
TXN0001194,2024-01-25 21:15:19,P2P,Healthcare,735.29,SUCCESS,56+,36-45,West Bengal,Union Bank,HDFC Bank,Android,4G,0,21,Thursday,0
TXN0001195,2024-01-25 21:50:46,BILL_PAYMENT,Healthcare,283.26,SUCCESS,56+,56+,Andhra Pradesh,IndusInd Bank,Bank of Baroda,iOS,4G,0,21,Thursday,0
TXN0001196,2024-01-25 22:00:05,P2P,Education,8.44,SUCCESS,56+,46-55,West Bengal,IndusInd Bank,PNB,Android,4G,0,22,Thursday,0
TXN0001197,2024-01-25 22:52:25,BILL_PAYMENT,Electronics,518.7,SUCCESS,36-45,56+,Tamil Nadu,Axis Bank,Union Bank,iOS,4G,0,22,Thursday,0
TXN0001198,2024-01-25 23:07:47,MERCHANT,Groceries,1103.59,SUCCESS,26-35,36-45,Haryana,HDFC Bank,PNB,Android,4G,0,23,Thursday,0
TXN0001199,2024-01-25 23:59:15,MERCHANT,Travel,289618.69,SUCCESS,56+,18-25,Bihar,SBI,IndusInd Bank,iOS,5G,1,23,Thursday,0
TXN0001200,2024-01-26 00:01:14,P2M,Groceries,5035.1,SUCCESS,18-25,18-25,Rajasthan,Bank of Baroda,Canara Bank,iOS,5G,0,0,Friday,0
TXN0001201,2024-01-26 00:30:03,BILL_PAYMENT,Food,603.69,SUCCESS,18-25,56+,Punjab,Union Bank,SBI,Android,4G,0,0,Friday,0
TXN0001202,2024-01-26 01:10:45,P2M,Food,1493.85,SUCCESS,26-35,56+,Andhra Pradesh,SBI,SBI,Android,4G,0,1,Friday,0
TXN0001203,2024-01-26 01:31:57,P2M,Retail,3430.17,SUCCESS,36-45,56+,West Bengal,ICICI Bank,HDFC Bank,Android,5G,0,1,Friday,0
TXN0001204,2024-01-26 02:14:40,BILL_PAYMENT,Food,1326.76,SUCCESS,56+,26-35,Madhya Pradesh,IndusInd Bank,Kotak Bank,Android,4G,0,2,Friday,0
TXN0001205,2024-01-26 02:57:09,BILL_PAYMENT,Groceries,1072.96,SUCCESS,26-35,18-25,Punjab,SBI,IndusInd Bank,Android,WiFi,0,2,Friday,0
TXN0001206,2024-01-26 03:08:23,P2M,Travel,472.06,SUCCESS,26-35,26-35,Tamil Nadu,Axis Bank,Axis Bank,iOS,WiFi,0,3,Friday,0
TXN0001207,2024-01-26 03:45:46,MERCHANT,Travel,158.08,SUCCESS,18-25,18-25,Bihar,Axis Bank,PNB,Android,4G,0,3,Friday,0
TXN0001208,2024-01-26 04:09:33,P2M,Groceries,2911.22,SUCCESS,26-35,36-45,Karnataka,HDFC Bank,Bank of Baroda,iOS,4G,0,4,Friday,0
TXN0001209,2024-01-26 04:54:24,P2M,Travel,221.61,SUCCESS,46-55,18-25,Delhi,Union Bank,Axis Bank,iOS,WiFi,0,4,Friday,0
TXN0001210,2024-01-26 05:03:13,RECHARGE,Utilities,1836.29,SUCCESS,56+,56+,Punjab,PNB,Canara Bank,iOS,4G,0,5,Friday,0
TXN0001211,2024-01-26 05:44:06,P2M,Groceries,2700.83,SUCCESS,56+,46-55,West Bengal,Kotak Bank,PNB,Android,4G,0,5,Friday,0
TXN0001212,2024-01-26 06:11:54,P2P,Travel,6516.44,SUCCESS,46-55,56+,Tamil Nadu,Canara Bank,SBI,iOS,4G,0,6,Friday,0
TXN0001213,2024-01-26 06:53:35,P2P,Travel,2964.66,SUCCESS,56+,18-25,Madhya Pradesh,Bank of Baroda,Canara Bank,Android,4G,0,6,Friday,0
TXN0001214,2024-01-26 07:17:29,P2M,Retail,3344.83,SUCCESS,56+,26-35,Punjab,ICICI Bank,Axis Bank,Android,4G,0,7,Friday,0
TXN0001215,2024-01-26 07:54:18,P2P,Travel,2334.24,SUCCESS,18-25,36-45,Telangana,Bank of Baroda,Bank of Baroda,Android,WiFi,0,7,Friday,0
TXN0001216,2024-01-26 08:02:52,P2M,Entertainment,1008.95,SUCCESS,46-55,26-35,Uttar Pradesh,ICICI Bank,Axis Bank,Android,4G,0,8,Friday,0
TXN0001217,2024-01-26 08:52:03,P2P,Electronics,2451.01,SUCCESS,56+,18-25,Karnataka,PNB,Canara Bank,iOS,WiFi,0,8,Friday,0
TXN0001218,2024-01-26 09:27:48,P2P,Retail,1030.02,SUCCESS,18-25,18-25,Telangana,SBI,PNB,iOS,4G,0,9,Friday,0
TXN0001219,2024-01-26 09:35:25,P2M,Groceries,215.62,SUCCESS,18-25,46-55,Delhi,Bank of Baroda,PNB,Android,4G,0,9,Friday,0
TXN0001220,2024-01-26 10:23:53,BILL_PAYMENT,Education,3175.51,SUCCESS,18-25,56+,Maharashtra,Kotak Bank,Kotak Bank,Android,5G,0,10,Friday,0
TXN0001221,2024-01-26 10:49:01,P2M,,1972.91,SUCCESS,56+,46-55,Delhi,Kotak Bank,Canara Bank,iOS,4G,0,10,Friday,0
TXN0001222,2024-01-26 11:13:55,BILL_PAYMENT,Utilities,483.13,SUCCESS,18-25,36-45,Karnataka,Union Bank,Canara Bank,Android,4G,0,11,Friday,0
TXN0001223,2024-01-26 11:42:03,P2P,,1574.55,SUCCESS,36-45,26-35,Rajasthan,Union Bank,PNB,Android,4G,0,11,Friday,0
TXN0001224,2024-01-26 12:03:44,BILL_PAYMENT,Utilities,3217.47,SUCCESS,46-55,56+,Gujarat,SBI,Axis Bank,Android,5G,0,12,Friday,0
TXN0001225,2024-01-26 12:38:51,P2M,Education,784.75,SUCCESS,18-25,36-45,Madhya Pradesh,Kotak Bank,ICICI Bank,iOS,4G,0,12,Friday,0
TXN0001226,2024-01-26 13:01:52,P2P,Groceries,298644.5,SUCCESS,56+,26-35,Uttar Pradesh,Union Bank,IndusInd Bank,iOS,4G,1,13,Friday,0
TXN0001227,2024-01-26 13:32:19,P2P,,328141.0,SUCCESS,56+,26-35,West Bengal,SBI,HDFC Bank,Android,4G,1,13,Friday,0
TXN0001228,2024-01-26 14:09:18,MERCHANT,Healthcare,326.44,SUCCESS,18-25,56+,Andhra Pradesh,Bank of Baroda,HDFC Bank,Android,WiFi,0,14,Friday,0
TXN0001229,2024-01-26 14:30:00,RECHARGE,Groceries,2580.5,SUCCESS,26-35,56+,Telangana,Axis Bank,Union Bank,iOS,4G,0,14,Friday,0
TXN0001230,2024-01-26 15:01:29,BILL_PAYMENT,Travel,165.79,SUCCESS,18-25,26-35,Jharkhand,Union Bank,IndusInd Bank,Android,5G,0,15,Friday,0
TXN0001231,2024-01-26 15:40:53,BILL_PAYMENT,Electronics,2118.2,SUCCESS,18-25,26-35,West Bengal,Union Bank,ICICI Bank,Android,4G,0,15,Friday,0
TXN0001232,2024-01-26 16:05:19,BILL_PAYMENT,Healthcare,601.6,SUCCESS,18-25,46-55,Rajasthan,Kotak Bank,Union Bank,iOS,WiFi,0,16,Friday,0
TXN0001233,2024-01-26 16:56:13,BILL_PAYMENT,Retail,1169.67,SUCCESS,26-35,36-45,Madhya Pradesh,PNB,Bank of Baroda,iOS,WiFi,0,16,Friday,0
TXN0001234,2024-01-26 17:02:18,P2P,Food,7998.81,SUCCESS,36-45,46-55,Tamil Nadu,Kotak Bank,Kotak Bank,iOS,4G,0,17,Friday,0
TXN0001235,2024-01-26 17:55:34,P2P,Travel,1889.45,SUCCESS,36-45,26-35,Telangana,Bank of Baroda,Bank of Baroda,iOS,5G,0,17,Friday,0
TXN0001236,2024-01-26 18:14:04,BILL_PAYMENT,Entertainment,10085.47,SUCCESS,18-25,36-45,Telangana,HDFC Bank,Kotak Bank,Android,WiFi,0,18,Friday,0
TXN0001237,2024-01-26 18:34:18,P2M,Travel,572.4,SUCCESS,36-45,26-35,Tamil Nadu,Bank of Baroda,Kotak Bank,iOS,WiFi,0,18,Friday,0
TXN0001238,2024-01-26 19:28:16,MERCHANT,Travel,3085.03,SUCCESS,18-25,18-25,Andhra Pradesh,SBI,IndusInd Bank,Android,4G,0,19,Friday,0
TXN0001239,2024-01-26 19:45:01,P2P,Utilities,3193.62,SUCCESS,26-35,26-35,Bihar,IndusInd Bank,SBI,iOS,4G,0,19,Friday,0
TXN0001240,2024-01-26 20:11:29,BILL_PAYMENT,Travel,361.72,SUCCESS,46-55,18-25,Tamil Nadu,SBI,SBI,iOS,4G,0,20,Friday,0
TXN0001241,2024-01-26 20:30:09,BILL_PAYMENT,Electronics,3551.16,SUCCESS,56+,46-55,Bihar,Bank of Baroda,Bank of Baroda,Android,4G,0,20,Friday,0
TXN0001242,2024-01-26 21:04:20,P2P,Retail,510.89,SUCCESS,36-45,46-55,Andhra Pradesh,SBI,Bank of Baroda,iOS,4G,0,21,Friday,0
TXN0001243,2024-01-26 21:57:53,P2M,Electronics,6453.32,SUCCESS,46-55,36-45,West Bengal,Kotak Bank,IndusInd Bank,Android,4G,0,21,Friday,0
TXN0001244,2024-01-26 22:02:51,RECHARGE,Travel,7.7,SUCCESS,56+,36-45,Andhra Pradesh,ICICI Bank,HDFC Bank,Android,WiFi,0,22,Friday,0
TXN0001245,2024-01-26 22:44:57,P2P,Utilities,183.88,SUCCESS,56+,36-45,Haryana,SBI,Bank of Baroda,Android,5G,0,22,Friday,0
TXN0001246,2024-01-26 23:00:12,MERCHANT,Education,1264.6,SUCCESS,56+,26-35,Tamil Nadu,Union Bank,Axis Bank,iOS,5G,0,23,Friday,0
TXN0001247,2024-01-26 23:49:51,RECHARGE,Entertainment,2332.12,SUCCESS,46-55,36-45,Tamil Nadu,PNB,PNB,Android,4G,0,23,Friday,0
TXN0001248,2024-01-27 00:27:45,P2P,Healthcare,736.42,SUCCESS,56+,46-55,Delhi,HDFC Bank,PNB,Android,WiFi,0,0,Saturday,1
TXN0001249,2024-01-27 00:56:59,MERCHANT,Electronics,1695.03,SUCCESS,18-25,56+,Tamil Nadu,SBI,SBI,iOS,4G,0,0,Saturday,1
TXN0001250,2024-01-27 01:05:20,P2P,Travel,4685.74,SUCCESS,18-25,56+,Madhya Pradesh,Axis Bank,PNB,Android,4G,0,1,Saturday,1
TXN0001251,2024-01-27 01:52:22,P2P,Electronics,2337.58,SUCCESS,46-55,18-25,Andhra Pradesh,PNB,Axis Bank,Android,5G,0,1,Saturday,1
TXN0001252,2024-01-27 02:27:16,BILL_PAYMENT,Education,616.68,SUCCESS,46-55,56+,Madhya Pradesh,Bank of Baroda,ICICI Bank,Android,4G,0,2,Saturday,1
TXN0001253,2024-01-27 02:35:28,MERCHANT,Electronics,1660.85,SUCCESS,26-35,56+,Delhi,Axis Bank,Bank of Baroda,Android,WiFi,0,2,Saturday,1
TXN0001254,2024-01-27 03:13:04,P2P,Travel,8250.83,SUCCESS,56+,18-25,Punjab,Bank of Baroda,Canara Bank,iOS,WiFi,0,3,Saturday,1
TXN0001255,2024-01-27 03:42:56,RECHARGE,Utilities,677.64,SUCCESS,18-25,26-35,Uttar Pradesh,Axis Bank,PNB,iOS,4G,0,3,Saturday,1
TXN0001256,2024-01-27 04:15:10,BILL_PAYMENT,Groceries,270.29,SUCCESS,18-25,56+,Maharashtra,HDFC Bank,Bank of Baroda,Android,4G,0,4,Saturday,1
TXN0001257,2024-01-27 04:56:13,BILL_PAYMENT,Healthcare,3073.63,SUCCESS,18-25,46-55,Haryana,Kotak Bank,IndusInd Bank,iOS,4G,0,4,Saturday,1
TXN0001258,2024-01-27 05:24:02,RECHARGE,,2277.33,SUCCESS,46-55,56+,Madhya Pradesh,IndusInd Bank,Union Bank,Android,4G,0,5,Saturday,1
TXN0001259,2024-01-27 05:57:09,RECHARGE,Groceries,2320.02,SUCCESS,56+,36-45,Jharkhand,ICICI Bank,Bank of Baroda,Android,4G,0,5,Saturday,1
TXN0001260,2024-01-27 06:18:38,RECHARGE,Travel,2531.85,SUCCESS,56+,18-25,Rajasthan,Kotak Bank,HDFC Bank,iOS,WiFi,0,6,Saturday,1
TXN0001261,2024-01-27 06:56:44,P2M,Entertainment,2410.97,SUCCESS,18-25,26-35,Haryana,Axis Bank,Kotak Bank,iOS,4G,0,6,Saturday,1
TXN0001262,2024-01-27 07:05:17,P2P,Electronics,2074.8,SUCCESS,18-25,56+,Rajasthan,Canara Bank,ICICI Bank,Android,4G,0,7,Saturday,1
TXN0001263,2024-01-27 07:33:55,P2P,Groceries,3607.6,SUCCESS,26-35,36-45,Bihar,Bank of Baroda,Axis Bank,iOS,4G,0,7,Saturday,1
TXN0001264,2024-01-27 08:05:33,RECHARGE,Education,985.49,SUCCESS,56+,26-35,Tamil Nadu,Bank of Baroda,HDFC Bank,Android,4G,0,8,Saturday,1
TXN0001265,2024-01-27 08:36:15,MERCHANT,Food,1056.59,SUCCESS,56+,56+,Andhra Pradesh,Union Bank,PNB,Android,4G,0,8,Saturday,1
TXN0001266,2024-01-27 09:24:42,P2M,Electronics,4725.72,SUCCESS,36-45,56+,Madhya Pradesh,ICICI Bank,Union Bank,Android,4G,0,9,Saturday,1
TXN0001267,2024-01-27 09:49:20,RECHARGE,Electronics,1999.68,SUCCESS,18-25,26-35,Madhya Pradesh,HDFC Bank,Bank of Baroda,Android,4G,0,9,Saturday,1
TXN0001268,2024-01-27 10:09:47,P2M,Travel,2786.94,SUCCESS,36-45,56+,Delhi,PNB,SBI,Android,5G,0,10,Saturday,1
TXN0001269,2024-01-27 10:56:10,RECHARGE,Entertainment,776.68,SUCCESS,36-45,56+,Madhya Pradesh,Kotak Bank,HDFC Bank,Android,5G,0,10,Saturday,1
TXN0001270,2024-01-27 11:08:32,P2P,Retail,3489.17,SUCCESS,56+,46-55,Bihar,IndusInd Bank,Union Bank,Android,4G,0,11,Saturday,1
TXN0001271,2024-01-27 11:51:59,MERCHANT,Utilities,310.46,SUCCESS,18-25,26-35,Maharashtra,IndusInd Bank,PNB,Android,4G,0,11,Saturday,1
TXN0001272,2024-01-27 12:22:23,P2P,,1175.77,SUCCESS,18-25,36-45,Delhi,IndusInd Bank,SBI,Android,4G,0,12,Saturday,1
TXN0001273,2024-01-27 12:45:17,P2M,Utilities,1309.74,SUCCESS,56+,46-55,Bihar,Union Bank,ICICI Bank,Android,WiFi,0,12,Saturday,1
TXN0001274,2024-01-27 13:26:35,BILL_PAYMENT,Retail,2536.85,SUCCESS,46-55,46-55,Tamil Nadu,IndusInd Bank,Kotak Bank,Android,5G,0,13,Saturday,1
TXN0001275,2024-01-27 13:52:52,MERCHANT,Entertainment,3132.17,SUCCESS,46-55,26-35,Maharashtra,IndusInd Bank,ICICI Bank,Android,4G,0,13,Saturday,1
TXN0001276,2024-01-27 14:14:32,MERCHANT,Groceries,4006.99,SUCCESS,18-25,26-35,West Bengal,IndusInd Bank,IndusInd Bank,Android,WiFi,0,14,Saturday,1
TXN0001277,2024-01-27 14:50:52,RECHARGE,Utilities,228775.51,SUCCESS,56+,26-35,Uttar Pradesh,Axis Bank,Canara Bank,iOS,4G,1,14,Saturday,1
TXN0001278,2024-01-27 15:04:29,BILL_PAYMENT,Education,479386.96,SUCCESS,56+,26-35,Bihar,PNB,Union Bank,Android,4G,1,15,Saturday,1
TXN0001279,2024-01-27 15:43:17,MERCHANT,Retail,6548.96,SUCCESS,26-35,18-25,West Bengal,SBI,IndusInd Bank,iOS,4G,0,15,Saturday,1
TXN0001280,2024-01-27 16:21:54,MERCHANT,Travel,298.71,SUCCESS,36-45,26-35,Rajasthan,Canara Bank,Canara Bank,iOS,4G,0,16,Saturday,1
TXN0001281,2024-01-27 16:42:04,P2M,Travel,1178.94,SUCCESS,56+,36-45,Gujarat,Kotak Bank,Kotak Bank,iOS,4G,0,16,Saturday,1
TXN0001282,2024-01-27 17:19:48,RECHARGE,Education,8125.78,SUCCESS,46-55,36-45,Punjab,Bank of Baroda,HDFC Bank,Android,4G,0,17,Saturday,1
TXN0001283,2024-01-27 17:30:04,P2P,Travel,837.85,SUCCESS,36-45,18-25,Uttar Pradesh,Union Bank,Canara Bank,iOS,4G,0,17,Saturday,1
TXN0001284,2024-01-27 18:14:10,MERCHANT,Groceries,382.22,SUCCESS,26-35,26-35,Andhra Pradesh,SBI,HDFC Bank,iOS,4G,0,18,Saturday,1
TXN0001285,2024-01-27 18:53:22,RECHARGE,Utilities,1691.1,SUCCESS,18-25,26-35,Andhra Pradesh,Kotak Bank,Bank of Baroda,Android,5G,0,18,Saturday,1
TXN0001286,2024-01-27 19:01:17,MERCHANT,,1974.83,SUCCESS,46-55,26-35,Haryana,Bank of Baroda,Axis Bank,Android,4G,0,19,Saturday,1
TXN0001287,2024-01-27 19:53:53,BILL_PAYMENT,Electronics,1960.48,SUCCESS,26-35,56+,Karnataka,Canara Bank,HDFC Bank,Android,4G,0,19,Saturday,1
TXN0001288,2024-01-27 20:09:33,MERCHANT,Electronics,3175.13,SUCCESS,18-25,46-55,West Bengal,Canara Bank,HDFC Bank,Android,4G,0,20,Saturday,1
TXN0001289,2024-01-27 20:32:11,RECHARGE,Entertainment,5764.29,SUCCESS,18-25,36-45,Tamil Nadu,HDFC Bank,Union Bank,iOS,5G,0,20,Saturday,1
TXN0001290,2024-01-27 21:10:00,P2M,Entertainment,2689.03,SUCCESS,36-45,36-45,Delhi,ICICI Bank,SBI,Android,WiFi,0,21,Saturday,1
TXN0001291,2024-01-27 21:59:32,RECHARGE,Groceries,3754.67,SUCCESS,36-45,46-55,Maharashtra,IndusInd Bank,ICICI Bank,Android,4G,0,21,Saturday,1
TXN0001292,2024-01-27 22:17:45,P2M,Food,3675.17,SUCCESS,26-35,36-45,Jharkhand,IndusInd Bank,Union Bank,Android,4G,0,22,Saturday,1
TXN0001293,2024-01-27 22:31:28,RECHARGE,Healthcare,2038.44,SUCCESS,56+,56+,Maharashtra,Bank of Baroda,Kotak Bank,iOS,4G,0,22,Saturday,1
TXN0001294,2024-01-27 23:06:41,P2P,Education,339.19,SUCCESS,56+,26-35,Karnataka,Bank of Baroda,Union Bank,iOS,WiFi,0,23,Saturday,1
TXN0001295,2024-01-27 23:34:55,P2M,Healthcare,8689.72,SUCCESS,36-45,56+,West Bengal,Bank of Baroda,Bank of Baroda,Android,4G,0,23,Saturday,1
TXN0001296,2024-01-28 00:21:58,RECHARGE,Utilities,1064.6,SUCCESS,18-25,46-55,Uttar Pradesh,SBI,PNB,iOS,5G,0,0,Sunday,1
TXN0001297,2024-01-28 00:40:15,MERCHANT,Electronics,1962.99,SUCCESS,56+,26-35,Andhra Pradesh,HDFC Bank,IndusInd Bank,Android,WiFi,0,0,Sunday,1
TXN0001298,2024-01-28 01:25:49,RECHARGE,Food,401111.57,SUCCESS,46-55,46-55,West Bengal,IndusInd Bank,Bank of Baroda,Android,4G,1,1,Sunday,1
TXN0001299,2024-01-28 01:43:19,RECHARGE,,406.05,SUCCESS,56+,46-55,West Bengal,ICICI Bank,ICICI Bank,Android,4G,0,1,Sunday,1
TXN0001300,2024-01-28 02:28:34,P2P,Utilities,545.87,SUCCESS,56+,18-25,Haryana,Union Bank,ICICI Bank,iOS,WiFi,0,2,Sunday,1
TXN0001301,2024-01-28 02:57:40,P2P,Education,2972.72,SUCCESS,46-55,46-55,Maharashtra,IndusInd Bank,PNB,Android,4G,0,2,Sunday,1
TXN0001302,2024-01-28 03:07:01,P2P,Entertainment,77.78,SUCCESS,56+,26-35,Maharashtra,PNB,PNB,Android,WiFi,0,3,Sunday,1
TXN0001303,2024-01-28 03:47:26,MERCHANT,Groceries,6804.01,SUCCESS,26-35,26-35,Karnataka,PNB,IndusInd Bank,Android,5G,0,3,Sunday,1
TXN0001304,2024-01-28 04:09:34,P2M,Utilities,707.98,SUCCESS,36-45,46-55,Jharkhand,Axis Bank,Axis Bank,iOS,4G,0,4,Sunday,1
TXN0001305,2024-01-28 04:32:22,MERCHANT,Entertainment,272.03,SUCCESS,36-45,26-35,Andhra Pradesh,Bank of Baroda,PNB,Android,5G,0,4,Sunday,1
TXN0001306,2024-01-28 05:16:32,MERCHANT,Entertainment,7252.16,SUCCESS,26-35,46-55,Andhra Pradesh,IndusInd Bank,Axis Bank,iOS,WiFi,0,5,Sunday,1
TXN0001307,2024-01-28 05:41:04,BILL_PAYMENT,Food,2340.84,SUCCESS,56+,18-25,West Bengal,Bank of Baroda,Union Bank,Android,WiFi,0,5,Sunday,1
TXN0001308,2024-01-28 06:02:24,MERCHANT,Utilities,7572.1,SUCCESS,46-55,56+,Maharashtra,PNB,HDFC Bank,iOS,WiFi,0,6,Sunday,1
TXN0001309,2024-01-28 06:50:48,BILL_PAYMENT,Healthcare,1672.45,SUCCESS,26-35,36-45,Madhya Pradesh,IndusInd Bank,SBI,iOS,4G,0,6,Sunday,1
TXN0001310,2024-01-28 07:16:46,P2P,Groceries,6520.01,SUCCESS,26-35,18-25,Delhi,Axis Bank,Bank of Baroda,Android,4G,0,7,Sunday,1
TXN0001311,2024-01-28 07:38:22,P2P,Food,783.81,SUCCESS,26-35,46-55,Tamil Nadu,Kotak Bank,SBI,Android,WiFi,0,7,Sunday,1
TXN0001312,2024-01-28 08:13:40,BILL_PAYMENT,Travel,284.39,SUCCESS,26-35,36-45,Bihar,IndusInd Bank,Axis Bank,Android,4G,0,8,Sunday,1
TXN0001313,2024-01-28 08:57:19,RECHARGE,Food,4674.98,SUCCESS,46-55,46-55,Punjab,PNB,HDFC Bank,Android,4G,0,8,Sunday,1
TXN0001314,2024-01-28 09:01:43,P2M,Food,7629.73,SUCCESS,18-25,18-25,Uttar Pradesh,PNB,ICICI Bank,Android,4G,0,9,Sunday,1
TXN0001315,2024-01-28 09:47:42,P2P,,1883.37,SUCCESS,56+,18-25,Haryana,IndusInd Bank,ICICI Bank,Android,4G,0,9,Sunday,1
TXN0001316,2024-01-28 10:03:17,P2M,Utilities,1119.57,SUCCESS,36-45,46-55,Uttar Pradesh,ICICI Bank,ICICI Bank,Android,4G,0,10,Sunday,1
TXN0001317,2024-01-28 10:57:49,MERCHANT,Electronics,6101.54,SUCCESS,36-45,56+,Madhya Pradesh,Bank of Baroda,Union Bank,Android,4G,0,10,Sunday,1
TXN0001318,2024-01-28 11:09:38,P2M,Entertainment,819.66,SUCCESS,36-45,56+,Bihar,PNB,Kotak Bank,iOS,WiFi,0,11,Sunday,1
TXN0001319,2024-01-28 11:36:30,BILL_PAYMENT,Education,2218.78,SUCCESS,56+,36-45,Punjab,ICICI Bank,Bank of Baroda,iOS,WiFi,0,11,Sunday,1
TXN0001320,2024-01-28 12:20:02,P2P,Electronics,6033.42,SUCCESS,18-25,26-35,Haryana,HDFC Bank,HDFC Bank,Android,5G,0,12,Sunday,1
TXN0001321,2024-01-28 12:39:13,P2M,,916.24,SUCCESS,26-35,18-25,Madhya Pradesh,Axis Bank,ICICI Bank,Android,WiFi,0,12,Sunday,1
TXN0001322,2024-01-28 13:24:31,P2P,Education,81159.16,SUCCESS,56+,56+,Jharkhand,Axis Bank,Union Bank,iOS,5G,1,13,Sunday,1
TXN0001323,2024-01-28 13:55:23,BILL_PAYMENT,Healthcare,264.43,SUCCESS,56+,56+,Jharkhand,Union Bank,Union Bank,iOS,4G,0,13,Sunday,1
TXN0001324,2024-01-28 14:17:18,MERCHANT,Travel,1686.45,SUCCESS,46-55,36-45,Punjab,Union Bank,ICICI Bank,Android,5G,0,14,Sunday,1
TXN0001325,2024-01-28 14:57:26,P2M,Education,4676.41,SUCCESS,18-25,56+,Gujarat,Axis Bank,ICICI Bank,iOS,4G,0,14,Sunday,1
TXN0001326,2024-01-28 15:28:12,P2P,Entertainment,358.88,SUCCESS,26-35,18-25,Punjab,Kotak Bank,IndusInd Bank,Android,4G,0,15,Sunday,1
TXN0001327,2024-01-28 15:51:52,P2P,Utilities,3351.36,SUCCESS,36-45,46-55,Rajasthan,ICICI Bank,Axis Bank,iOS,4G,0,15,Sunday,1
TXN0001328,2024-01-28 16:07:57,P2M,Groceries,61.31,SUCCESS,18-25,46-55,Gujarat,ICICI Bank,ICICI Bank,Android,4G,0,16,Sunday,1
TXN0001329,2024-01-28 16:50:54,BILL_PAYMENT,Utilities,967.28,SUCCESS,46-55,26-35,Bihar,Union Bank,ICICI Bank,iOS,4G,0,16,Sunday,1
TXN0001330,2024-01-28 17:15:22,P2P,Utilities,384.18,SUCCESS,46-55,46-55,Gujarat,Bank of Baroda,Axis Bank,Android,4G,0,17,Sunday,1
TXN0001331,2024-01-28 17:36:59,P2M,Groceries,1992.79,SUCCESS,46-55,26-35,Maharashtra,SBI,Canara Bank,iOS,5G,0,17,Sunday,1
TXN0001332,2024-01-28 18:02:36,P2M,,3868.64,SUCCESS,26-35,18-25,Bihar,PNB,ICICI Bank,iOS,5G,0,18,Sunday,1
TXN0001333,2024-01-28 18:39:09,RECHARGE,Travel,7763.47,SUCCESS,26-35,18-25,Haryana,Union Bank,PNB,iOS,4G,0,18,Sunday,1
TXN0001334,2024-01-28 19:24:24,RECHARGE,Utilities,903.14,SUCCESS,26-35,36-45,Jharkhand,PNB,Axis Bank,iOS,4G,0,19,Sunday,1
TXN0001335,2024-01-28 19:48:40,BILL_PAYMENT,Healthcare,964.91,SUCCESS,46-55,46-55,Tamil Nadu,Canara Bank,Axis Bank,iOS,4G,0,19,Sunday,1
TXN0001336,2024-01-28 20:17:00,P2P,,709.67,SUCCESS,36-45,56+,Uttar Pradesh,Canara Bank,IndusInd Bank,Android,5G,0,20,Sunday,1
TXN0001337,2024-01-28 20:46:36,RECHARGE,Groceries,1480.21,FAILED,56+,26-35,Andhra Pradesh,Canara Bank,SBI,iOS,4G,0,20,Sunday,1
TXN0001338,2024-01-28 21:23:54,RECHARGE,Groceries,707.53,SUCCESS,46-55,18-25,Gujarat,Axis Bank,Canara Bank,Android,5G,0,21,Sunday,1
TXN0001339,2024-01-28 21:45:50,RECHARGE,Travel,7551.91,SUCCESS,18-25,18-25,Haryana,ICICI Bank,PNB,Android,4G,0,21,Sunday,1
TXN0001340,2024-01-28 22:04:48,P2P,Retail,521.99,SUCCESS,56+,46-55,West Bengal,IndusInd Bank,Canara Bank,iOS,4G,0,22,Sunday,1
TXN0001341,2024-01-28 22:51:17,MERCHANT,Education,4980.83,SUCCESS,36-45,56+,West Bengal,PNB,ICICI Bank,iOS,4G,0,22,Sunday,1
TXN0001342,2024-01-28 23:03:15,P2P,Travel,6452.53,FAILED,36-45,26-35,Rajasthan,Union Bank,SBI,iOS,4G,0,23,Sunday,1
TXN0001343,2024-01-28 23:39:57,P2P,Education,289.88,SUCCESS,26-35,26-35,Gujarat,IndusInd Bank,SBI,Android,5G,0,23,Sunday,1
TXN0001344,2024-01-29 00:25:45,RECHARGE,Education,2152.07,SUCCESS,18-25,36-45,Jharkhand,Axis Bank,Canara Bank,Android,4G,0,0,Monday,0
TXN0001345,2024-01-29 00:38:36,P2M,Retail,145.9,SUCCESS,46-55,18-25,Tamil Nadu,Axis Bank,IndusInd Bank,Android,4G,0,0,Monday,0
TXN0001346,2024-01-29 01:27:38,P2M,Electronics,8559.73,SUCCESS,26-35,26-35,Haryana,SBI,Axis Bank,iOS,4G,0,1,Monday,0
TXN0001347,2024-01-29 01:44:24,MERCHANT,Electronics,2902.17,SUCCESS,26-35,18-25,Telangana,SBI,IndusInd Bank,Android,4G,0,1,Monday,0
TXN0001348,2024-01-29 02:19:01,P2P,Entertainment,1205.52,SUCCESS,18-25,18-25,Delhi,IndusInd Bank,HDFC Bank,Android,5G,0,2,Monday,0
